Lat,Lon,Type,Name
34.070882,-84.273091,cafe,Starbucks
40.551348,-112.297578,cafe,Starbucks
19.980447,-102.289986,cafe,Starbucks
36.054972,-96.001589,cafe,Starbucks
29.8327,-95.684064,cafe,Starbucks
41.133313,-85.065706,cafe,Starbucks
41.75017,-87.94323,cafe,Starbucks
39.574587,-104.991663,cafe,Starbucks
38.16679,-84.897876,cafe,Starbucks
38.176765,-84.813822,cafe,Starbucks
33.407134,-111.965196,cafe,Starbucks
47.626604,-122.628261,cafe,Starbucks
40.521494,-74.521352,cafe,Starbucks
39.145507,-86.531686,cafe,Starbucks
29.775283,-95.64345,cafe,Starbucks
39.131287,-76.740466,cafe,Starbucks
44.26232,-88.456713,cafe,Starbucks
41.291401,-96.145242,cafe,Starbucks
36.15664,-86.807693,cafe,Starbucks
41.644753,-93.501382,cafe,Starbucks
45.530664,-122.661898,cafe,Starbucks
32.754765,-97.332058,cafe,Starbucks
33.983288,-80.967911,cafe,Starbucks
34.136129,-117.197074,cafe,Starbucks
19.321696,-99.094245,cafe,Starbucks
33.568382,-85.077303,cafe,Starbucks
42.36721,-71.016696,cafe,Starbucks
42.366057,-71.01521,cafe,Starbucks
44.983768,-93.267139,cafe,Starbucks
42.363277,-71.016454,cafe,Starbucks
42.710978,-83.037967,cafe,Starbucks
39.760552,-121.845003,cafe,Starbucks
40.762437,-73.527031,cafe,Starbucks
33.932117,-84.348492,cafe,Starbucks
41.852631,-87.634621,cafe,Starbucks
48.769788,-122.443732,cafe,Starbucks
40.641093,-73.665086,bank,Chase
37.651215,-118.985249,cafe,Starbucks
40.139128,-76.590518,cafe,Starbucks
36.234269,-115.05054,cafe,Starbucks
33.550618,-117.671076,cafe,Starbucks
41.572404,-72.334722,cafe,Starbucks
40.692449,-73.860655,bank,Chase
40.692825,-73.855759,bank,Chase
34.114884,-118.183361,cafe,Starbucks
40.692166,-73.861254,pharmacy,Duane Reade
40.896517,-73.84483,pharmacy,Duane Reade
41.891373,-87.648171,cafe,Starbucks
47.563518,-122.625187,restaurant,Starbucks
32.622031,-115.507822,cafe,Starbucks
43.419938,-80.446622,cafe,Starbucks
37.976772,-122.066848,cafe,Starbucks
34.364703,-89.531548,cafe,Starbucks
45.078912,-93.057087,cafe,Starbucks
33.994838,-117.907181,cafe,Starbucks
38.818621,-121.189353,fast_food,Starbucks Coffee
40.765672,-73.913336,bank,Chase
40.752783,-73.966536,bank,Citibank
37.249415,-121.803529,bank,Chase
41.098333,-85.090551,cafe,Starbucks
33.573654,-111.718189,cafe,Starbucks
40.702665,-73.990858,cafe,Starbucks
47.200465,-122.529631,cafe,Starbucks
43.772823,-79.505263,cafe,Starbucks
39.914409,-104.999531,cafe,Starbucks
40.448093,-80.179423,cafe,Starbucks
43.633785,-70.347765,cafe,Starbucks
39.762189,-105.142059,cafe,Starbucks
40.90239,-81.154578,cafe,Starbucks
51.044379,-114.065371,cafe,Starbucks
34.16763,-117.331907,cafe,Starbucks
40.851094,-73.938417,cafe,Starbucks
39.560266,-89.293912,cafe,Starbucks
47.595839,-122.629902,cafe,Starbucks
40.717124,-74.005974,bank,Chase
40.719848,-74.004942,cafe,Starbucks
40.847121,-73.831586,bank,Chase
47.650872,-122.692501,cafe,Starbucks
34.797034,-84.962654,cafe,Starbucks
41.874685,-87.629395,bank,Chase
47.797594,-122.211768,cafe,Starbucks
19.340816,-99.252089,cafe,Starbucks
38.293809,-77.518285,cafe,Starbucks
36.155868,-115.332192,cafe,Starbucks
40.267332,-82.930489,cafe,Starbucks
33.290556,-111.719419,cafe,Starbucks
21.016208,-101.252653,cafe,Starbucks
20.882526,-156.454398,cafe,Starbucks
34.146556,-118.134513,cafe,Starbucks
47.609839,-122.626756,bank,Chase
45.53073,-122.560078,cafe,Starbucks
30.349649,-97.556472,cafe,Starbucks Coffee
33.858828,-118.090557,cafe,Starbucks
41.13387,-85.013442,cafe,Starbucks
33.672363,-111.905719,cafe,Starbucks
38.963466,-78.192785,cafe,Starbucks
45.530732,-122.559692,bank,Chase
41.8398,-87.997224,cafe,Starbucks
39.748582,-122.204367,cafe,Starbucks
40.846835,-74.808694,cafe,Starbucks
33.871052,-118.059614,cafe,Starbucks
19.360741,-99.291674,cafe,Starbucks
44.864546,-93.353004,cafe,Starbucks
38.813309,-94.516634,cafe,Starbucks
34.152212,-117.472872,cafe,Starbucks
37.339446,-121.842221,cafe,Starbucks
40.675583,-73.739422,bank,Chase
40.677769,-73.979367,bank,Chase
26.14808,-80.255525,cafe,Starbucks
42.592114,-88.433202,cafe,Starbucks
49.837499,-119.615688,cafe,Starbucks
41.773394,-88.008141,bank,Chase
33.84672,-118.116132,cafe,Starbucks
41.896642,-87.706989,bank,Chase
41.459893,-81.862097,bank,Chase
49.821715,-97.198255,cafe,Starbucks
26.615932,-80.054247,cafe,Starbucks
40.760751,-73.830531,cafe,Starbucks
26.126136,-80.103791,cafe,Starbucks
42.15598,-83.227264,bank,Chase
37.156808,-93.228845,cafe,Starbucks
29.913582,-95.482716,bank,Chase
32.956641,-96.616147,cafe,Starbucks
32.957612,-96.615448,bank,Chase
30.292254,-97.82525,cafe,Starbucks
32.710356,-117.170558,cafe,Starbucks
40.645691,-74.013112,bank,Chase
33.861227,-118.092794,bank,Citibank
40.70363,-73.808885,cafe,Starbucks
40.88748,-72.38843,cafe,Starbucks
39.829593,-105.025479,cafe,Starbucks
33.556321,-117.68561,cafe,Starbucks
37.166187,-93.262164,cafe,Starbucks
47.617135,-122.329823,cafe,Starbucks
47.484052,-122.217063,cafe,Starbucks
47.858741,-121.965275,cafe,Starbucks
26.211121,-81.749831,cafe,Starbucks
26.615545,-81.796327,cafe,Starbucks
19.260073,-99.628968,cafe,Starbucks
26.033826,-80.175882,cafe,Starbucks
42.067027,-87.921481,bank,Chase
46.585191,-120.596688,bank,Chase
46.593299,-120.604807,cafe,Starbucks
42.68825,-84.284434,cafe,Starbucks
33.966525,-118.166491,cafe,Starbucks
42.787965,-96.940907,cafe,Starbucks
48.077931,-123.129913,cafe,Starbucks
19.430783,-99.160727,cafe,Starbucks
39.912416,-86.210825,cafe,Starbucks
36.112173,-79.879049,cafe,Starbucks
30.388603,-97.650281,cafe,Starbucks
33.125223,-117.274789,atm,Chase
41.727811,-72.826651,cafe,Starbucks
42.385069,-87.977542,cafe,Starbucks
19.439694,-99.202852,cafe,Starbucks Coffee
27.89377,-82.780995,cafe,Starbucks
41.062969,-80.045284,cafe,Starbucks
26.273798,-80.249712,cafe,Starbucks
37.809789,-92.225042,cafe,Starbucks
20.67617,-100.430706,cafe,Starbucks
33.790042,-118.029033,cafe,Starbucks
32.79084,-79.939587,cafe,Starbucks
26.1415,-81.796528,cafe,Starbucks
26.141319,-81.797962,bank,Chase
38.885808,-94.723295,cafe,Starbucks
40.669942,-73.985863,bank,Citibank
36.143928,-115.154419,cafe,Starbucks
34.18253,-118.310738,cafe,Starbucks
29.556906,-98.517056,cafe,Starbucks
49.157457,-123.967633,cafe,Starbucks Coffee
40.570419,-79.802487,cafe,Starbucks
47.849473,-122.252435,cafe,Starbucks
37.978865,-122.066744,cafe,Starbucks
45.439309,-75.677374,cafe,Starbucks
33.942545,-118.402047,cafe,Starbucks
32.625034,-85.447075,cafe,Starbucks
32.440706,-80.687115,cafe,Starbucks
40.813799,-96.673684,cafe,Starbucks
35.760564,-78.74109,cafe,Starbucks
33.488347,-82.200752,restaurant,Starbucks
33.478059,-82.198004,restaurant,Starbucks
33.70765,-112.273156,cafe,Starbucks
19.436143,-99.199748,cafe,Starbucks
40.267673,-74.782366,cafe,Starbucks
45.474645,-73.623267,restaurant,Chase
40.542112,-74.206745,cafe,Starbucks
40.310156,-75.130747,cafe,Starbucks
40.888734,-74.259932,cafe,Starbucks
40.166315,-75.290296,cafe,Starbucks
40.890296,-74.257905,cafe,Starbucks
28.597404,-81.208221,bank,Chase
40.689367,-73.980931,cafe,Starbucks
40.644776,-73.703657,cafe,Starbucks
40.801246,-73.959349,cafe,Starbucks
27.016156,-82.052894,cafe,Starbucks
40.699816,-73.911273,cafe,Starbucks
38.182063,-122.254421,cafe,Starbucks
27.268873,-82.482932,cafe,Starbucks
41.397972,-72.85215,cafe,Starbucks
40.828475,-73.878363,bank,Chase
27.386187,-82.458154,cafe,Starbucks
40.783473,-73.950258,pharmacy,Duane Reade
30.312699,-97.738479,cafe,Starbucks Coffee
33.789185,-84.326774,cafe,Starbucks
37.42435,-122.170831,cafe,Starbucks
38.92501,-77.052072,cafe,Starbucks
53.546562,-113.527008,cafe,Starbucks
40.877702,-73.865848,bank,Chase
41.29448,-96.116982,cafe,Starbucks
40.875363,-73.879666,bank,Chase
38.974801,-77.015259,cafe,Starbucks Coffee
40.824718,-73.892159,bank,Chase
45.583673,-122.72772,cafe,Starbucks
40.068802,-76.315155,cafe,Starbucks
38.794969,-121.266001,cafe,Starbucks
32.93573,-117.099286,cafe,Starbucks
32.702871,-96.276285,cafe,Starbucks
38.924944,-77.052073,cafe,Starbucks
49.227275,-122.995313,cafe,Starbucks
30.283568,-97.741685,cafe,Starbucks
41.549549,-88.199052,restaurant,Starbucks
26.525114,-82.191697,cafe,Starbucks
33.323705,-111.689936,cafe,Starbucks
44.814734,-92.930865,cafe,Starbucks
38.728729,-77.796191,cafe,Starbucks
53.630304,-113.540603,cafe,Starbucks
44.286777,-88.414644,cafe,Starbucks
34.667808,-88.562252,cafe,Starbucks
42.275484,-71.748204,cafe,Starbucks
32.907018,-117.172344,cafe,Starbucks
32.509046,-116.992673,cafe,Starbucks
41.632014,-87.9316,cafe,Starbucks
34.101921,-118.309037,cafe,Starbucks
34.295746,-118.84386,cafe,Starbucks
24.813988,-107.413647,cafe,Starbucks
19.435818,-99.201688,cafe,Starbucks
47.76136,-122.176245,cafe,Starbucks
41.891507,-87.626946,cafe,Starbucks
41.156723,-81.408753,cafe,Starbucks
41.128029,-73.380735,bank,Citibank
45.458678,-98.44197,cafe,Starbucks
40.611504,-105.073604,cafe,Starbucks
33.658119,-117.766641,cafe,Starbucks
38.051362,-84.71338,cafe,Starbucks
41.749277,-88.01351,cafe,Starbucks
33.927337,-118.38375,cafe,Starbucks
37.789842,-122.394623,cafe,Starbucks
38.052745,-84.712083,cafe,Starbucks
40.723909,-73.848585,bank,Chase
40.672028,-73.977499,cafe,Starbucks
40.708691,-73.869322,cafe,Starbucks
40.867531,-73.897047,pharmacy,Duane Reade
40.866448,-73.895738,bank,Chase
40.782716,-73.948452,cafe,Starbucks Coffee
42.37679,-71.090843,cafe,Starbucks
19.406641,-99.271917,cafe,Starbucks
43.136856,-76.226441,cafe,Starbucks
42.160149,-71.735227,cafe,Starbucks
37.920017,-122.347573,cafe,Starbucks
40.726816,-73.983174,cafe,Starbucks
29.695905,-95.415166,restaurant,Starbucks
29.69221,-95.416771,bank,Chase
29.692943,-95.41857,cafe,Starbucks
44.044259,-122.929192,bank,Chase
47.270221,-122.514373,cafe,Starbucks
47.271589,-122.514155,bank,Chase
40.791227,-73.951487,pharmacy,Duane Reade
39.656283,-79.945665,cafe,Starbucks
28.183367,-82.35293,cafe,Starbucks
43.038566,-87.907048,cafe,Starbucks Coffee
35.741863,-86.937203,cafe,Starbucks
39.276203,-80.281853,cafe,Starbucks
37.78291,-122.431672,cafe,Starbucks
39.112259,-76.933313,cafe,Starbucks
34.427952,-119.876259,cafe,Starbucks
40.460155,-88.971466,cafe,Starbucks
40.473888,-88.956062,bank,Chase
40.480771,-88.952088,cafe,Starbucks
33.444891,-86.826681,cafe,Starbucks
47.142431,-119.277775,cafe,Starbucks
44.976632,-93.262767,cafe,Starbucks
45.383023,-75.698163,cafe,Starbucks
38.643324,-90.334741,cafe,Starbucks
53.541914,-113.931332,cafe,Starbucks
44.300376,-88.417896,cafe,Starbucks
32.162478,-110.990287,cafe,Starbucks
40.779712,-73.953625,pharmacy,Duane Reade
40.779478,-73.953788,cafe,Starbucks Coffee
33.691718,-117.887604,cafe,Starbucks
34.94938,-81.933558,cafe,Starbucks
34.052101,-118.263287,cafe,Starbucks
34.052236,-118.263603,bank,Chase
35.975519,-112.1247,cafe,Starbucks
40.721253,-74.000131,bank,Citibank
45.427376,-75.688468,cafe,Starbucks
43.989348,-92.461798,cafe,Starbucks
45.520147,-122.399945,cafe,Starbucks
43.706827,-79.398966,cafe,Starbucks Coffee
39.957065,-75.191475,cafe,Starbucks
18.867504,-98.951317,cafe,Starbucks Coffee
34.058864,-118.240409,cafe,Starbucks Coffee
39.949419,-83.001707,cafe,Starbucks Coffee
21.10051,-101.634256,cafe,Starbucks
33.761895,-118.078168,bank,Chase
33.759955,-118.133748,cafe,Starbucks
33.788938,-118.140515,bank,Chase
19.383834,-99.186485,cafe,Starbucks
37.067203,-76.491635,cafe,Starbucks
33.766456,-118.18382,cafe,Starbucks
33.766863,-118.187423,bank,Chase
38.578175,-121.494235,cafe,Starbucks
40.714162,-74.006562,bank,Chase
33.796346,-118.124478,cafe,Starbucks
33.790628,-118.137461,cafe,Starbucks
40.454539,-80.157306,cafe,Starbucks
43.939839,-69.977645,cafe,Starbucks
33.680939,-117.860945,cafe,Starbucks
33.676686,-117.863593,cafe,Starbucks
35.917822,-78.958487,cafe,Starbucks
34.174536,-118.300705,cafe,Starbucks Coffee
38.650407,-90.338022,cafe,Starbucks
25.480226,-80.463454,cafe,Starbucks
43.483193,-70.47186,restaurant,Starbucks
42.86668,-73.930783,cafe,Starbucks
34.007012,-118.412539,food_court,Starbucks
33.114952,-96.69776,cafe,Starbucks
40.623069,-111.855278,bank,Chase
40.851987,-73.829552,bank,Chase
41.932768,-87.654125,cafe,Starbucks
47.263443,-122.449098,cafe,Starbucks
47.253274,-122.438368,cafe,Starbucks
47.253085,-122.438813,bank,Chase
41.127816,-81.604779,cafe,Starbucks
40.036633,-83.017517,bank,Chase
51.022743,-114.114727,cafe,Starbucks
51.022586,-114.116338,cafe,Starbucks
47.470197,-122.346373,cafe,Starbucks
30.051719,-95.180546,cafe,Starbucks
39.747171,-104.991121,cafe,Starbucks
44.448961,-73.210752,cafe,Starbucks
19.447881,-99.206568,cafe,Starbucks
37.729468,-121.931381,cafe,Starbucks
29.985631,-95.349768,cafe,Starbucks
38.038277,-84.501904,cafe,Starbucks
42.217121,-71.541248,cafe,Starbucks
32.711334,-117.161205,cafe,Starbucks Coffee
39.614982,-104.757375,cafe,Starbucks
39.15447,-76.742463,cafe,Starbucks
37.33679,-122.036462,cafe,Starbucks
34.190903,-118.604521,cafe,Starbucks
34.178716,-118.603735,cafe,Starbucks
20.647895,-103.321152,cafe,Starbucks
40.690799,-73.955202,bank,Chase
40.783073,-74.007024,cafe,Starbucks
34.039062,-118.261117,cafe,Starbucks
34.04896,-118.251852,cafe,Starbucks
40.670936,-73.957716,cafe,Starbucks
43.788673,-79.625917,cafe,Starbucks Coffee
47.615701,-122.20362,cafe,Starbucks
32.35546,-111.092385,cafe,Starbucks
32.763783,-117.168404,cafe,Starbucks
36.695392,-121.596578,cafe,Starbucks
44.912131,-93.330668,cafe,Starbucks
47.628939,-122.342541,cafe,Starbucks
33.978279,-84.41939,cafe,Starbucks
37.660659,-121.875938,cafe,Starbucks Coffee
28.151067,-80.584749,bank,Chase
47.094785,-122.622932,cafe,Starbucks
40.716,-99.084425,cafe,Starbucks
45.52296,-122.691593,cafe,Starbucks
34.083504,-118.356181,cafe,Starbucks
40.750429,-73.972001,bank,Chase
42.718034,-88.980528,cafe,Starbucks
34.168604,-118.615915,cafe,Starbucks
32.336945,-111.047585,bank,Chase
48.422096,-122.30816,cafe,Starbucks
46.116626,-122.949883,cafe,Starbucks
44.913495,-89.649866,cafe,Starbucks
19.027155,-98.236556,cafe,Starbucks
34.169233,-118.605476,cafe,Starbucks
51.097335,-114.032366,cafe,Starbucks
35.26138,-120.679366,bank,Chase
33.702598,-78.923303,cafe,Starbucks
25.749525,-80.254386,bank,Chase
34.183597,-118.921735,cafe,Starbucks
34.187862,-118.912395,cafe,Starbucks
40.885861,-73.910147,cafe,Starbucks
40.888113,-73.90779,bank,Chase
44.074508,-87.703727,cafe,Starbucks
29.736532,-95.550465,cafe,Starbucks
34.191858,-118.938081,cafe,Starbucks
38.646498,-77.334494,cafe,Starbucks
40.792798,-77.863551,cafe,Starbucks
40.016381,-105.277897,bank,Chase
34.771297,-92.357811,cafe,Starbucks
28.824646,-81.640815,cafe,Starbucks
28.824609,-81.642043,bank,Chase
23.045909,-109.694695,cafe,Starbucks
46.770144,-71.284464,cafe,Starbucks
46.773782,-71.278554,cafe,Starbucks
36.086141,-115.135109,cafe,Starbucks
36.0862,-115.13751,cafe,Starbucks
49.153111,-121.978676,cafe,Starbucks Coffee
43.353948,-79.787315,cafe,Starbucks Coffee
42.081595,-87.75663,cafe,Starbucks
40.737002,-73.989603,cafe,Starbucks
39.960895,-75.171373,cafe,Starbucks Coffee
19.42524,-99.176944,cafe,Starbucks
35.313464,-80.743066,cafe,Starbucks
45.613392,-122.683308,cafe,Starbucks
45.609991,-122.67884,cafe,Starbucks
26.366397,-80.078322,cafe,Starbucks
41.936404,-87.726523,bank,Chase
32.726177,-117.169531,cafe,Starbucks
38.692877,-121.587756,cafe,Starbucks
25.892631,-80.350659,cafe,Starbucks
47.615238,-122.338117,cafe,Starbucks
32.9664,-117.089765,cafe,Starbucks
32.958432,-117.12494,cafe,Starbucks
43.636349,-79.595622,cafe,Starbucks Coffee
21.491795,-104.866147,cafe,Starbucks
34.155223,-118.642953,cafe,Starbucks
42.498206,-71.125894,cafe,Starbucks Coffee
29.633344,-90.757578,bank,Chase
43.047229,-89.323987,cafe,Starbucks
48.437353,-122.337077,cafe,Starbucks
46.786976,-71.28219,cafe,Starbucks
38.931286,-77.173696,bank,Citibank
43.44965,-79.759061,cafe,Starbucks Coffee
41.178384,-73.182058,cafe,Starbucks
45.665775,-122.55768,cafe,Starbucks
39.393589,-76.606926,cafe,Starbucks
